sdate,line_t,line_tmq,line_tvza,line_tvaa,line_tm2,line_QFDNB,line_tm_buf
735235,160,0,834,10043,1,0,1
735236,127,0,3534,9781,1,0,1
735237,57,2,5359,9473,1,0,1
735238,110,0,4948,-7246,1,0,1
735239,94,0,2999,-7589,1,0,1
735240,68,0,188,-8492,1,0,1
735241,108,0,2738,9829,1,0,1
735242,102,0,4843,9584,1,0,1
735243,65,0,5418,-7121,1,0,1
735244,13,0,3736,-7419,1,0,1
735245,205,0,1180,-7650,1,0,1
735246,19,0,1842,9932,1,0,1
735247,130,0,4250,9634,1,0,1
735248,65535,255,5815,9367,0,0,0
735249,158,0,4376,-7315,1,0,1
735250,144,0,2125,-7551,1,0,1
735251,183,0,857,10004,1,0,1
735252,131,0,3546,9771,1,0,1
735253,65535,255,5364,9462,0,0,0
735254,65535,255,4942,-7230,0,0,0
735255,324,2,2994,-7558,3,0,0
735256,62,0,186,-7785,3,0,0
735257,333,2,2733,9783,3,0,0
735258,199,0,4837,9558,3,0,0
735259,186,0,5424,-7090,1,0,1
735260,214,0,3751,-7442,1,0,1
735261,65535,255,1209,-7897,0,0,0
735262,137,0,1809,10080,1,0,1
735263,65535,255,4225,9686,0,0,0
735264,42,0,5798,9349,1,0,1
735265,290,0,4403,-7362,1,0,1
735266,631,2,2168,-7648,1,0,1
735267,65535,255,818,9762,0,0,0
735268,357,2,3517,9732,1,0,1
735269,65535,255,5342,9447,0,0,0
735270,865,0,4963,-7220,1,0,1
735271,65535,255,3028,-7553,0,0,0
735272,213,0,226,-7938,1,0,1
735273,282,0,2698,9798,1,0,1
735274,45,2,4813,9574,1,0,1
735275,26,0,5441,-7110,1,0,1
735276,65535,255,3779,-7484,0,0,0
735277,257,0,1242,-7648,1,0,1
735278,65535,255,1775,9920,0,0,0
735279,157,0,4203,9634,1,0,1
735280,112,0,5782,9391,1,0,1
735281,8,0,4423,-7332,1,0,1
735282,65535,255,2194,-7601,0,0,0
735283,221,0,777,10306,1,0,1
735284,344,2,3488,9718,1,0,1
735285,157,0,5327,9445,1,0,1
735286,489,2,4979,-7221,1,0,1
735287,228,0,3052,-7570,1,0,1
735288,472,2,262,-8169,1,0,1
735289,167,0,2669,9837,1,0,1
735290,155,0,4794,9583,1,0,1
735291,73,0,5451,-7116,1,0,1
735292,65535,255,3798,-7446,0,0,0
735293,65535,255,1271,-7621,0,0,0
735294,65535,255,1749,9884,0,0,0
735295,65535,255,4178,9629,0,0,0
735296,699,2,5766,9369,1,0,1
735297,505,2,4441,-7298,1,0,1
735298,65535,255,2226,-7687,0,0,0
735299,352,0,741,10006,1,0,1
735300,113,0,3462,9782,1,0,1
735301,181,0,5308,9473,1,0,1
735302,535,0,4994,-7250,1,0,1
735303,357,0,3074,-7446,1,0,1
735304,65535,255,299,-8568,0,0,0
735305,65535,255,2639,9876,0,0,0
735306,188,0,4776,9566,1,0,0
735307,200,0,5467,-7144,1,0,1
735308,65535,255,3820,-7415,0,0,0
735309,65535,255,1305,-7850,0,0,0
735310,232,0,1715,10077,1,0,1
735311,65535,255,4156,9696,0,0,0
735312,65535,255,5754,9363,0,0,0
735313,263,0,4457,-7301,1,0,1
735314,82,0,2247,-7538,1,0,1
735315,65535,255,713,10148,0,0,0
735316,185,0,3441,9805,1,0,1
735317,526,1,5294,9437,1,0,1
735318,285,0,5006,-7215,1,0,1
735319,278,0,3097,-7562,1,0,1
735320,65535,255,320,-8207,0,0,0
735321,431,0,2619,9855,1,0,0
735322,65535,255,4763,9558,0,0,0
735323,59,2,5475,-7078,1,0,1
735324,65535,255,3836,-7443,0,0,0
735325,551,0,1327,-7593,1,0,1
735326,111,0,1699,9926,1,0,1
735327,215,0,4146,9650,1,0,1
735328,0,0,0,0,0,0,0
735329,287,0,4467,-7280,1,0,1
735330,258,0,2263,-7516,1,0,1
735331,431,0,695,10150,1,0,1
735332,264,0,3432,9708,1,0,1
735333,314,0,5289,9454,1,0,1
735334,634,0,5015,-7246,1,0,1
735335,363,0,3105,-7482,1,0,1
735336,532,0,331,-7592,1,0,1
735337,576,0,2609,9819,1,0,1
