sdate,line_t,line_tmq,line_tvza,line_tvaa,line_tm2,line_QFDNB,line_tm_buf
735235,65535,255,6159,-8485,0,0,0
735236,65535,255,4453,-8331,0,0,0
735237,65535,255,1606,-8204,0,0,0
735238,65535,255,1985,10050,0,0,0
735239,65535,255,4655,10279,0,0,0
735240,1078,0,6240,10441,1,0,1
735241,65535,255,5116,-8360,0,0,0
735242,65535,255,2688,-8256,0,0,0
735243,65535,255,836,9704,0,0,0
735244,65535,255,3915,10231,0,0,0
735245,65535,255,5803,10376,0,0,0
735246,65535,255,5672,-8397,0,0,0
735247,65535,255,3630,-8193,0,0,0
735248,0,0,0,0,0,0,0
735249,65535,255,3044,10122,0,0,0
735250,0,0,0,0,0,0,0
735251,65535,255,6146,-8487,0,0,0
735252,65535,255,4434,-8280,0,0,0
735253,65535,255,1585,-8038,0,0,0
735254,65535,255,1991,10148,0,0,0
735255,65535,255,4658,10226,0,0,0
735256,65535,255,6240,10435,0,0,0
735257,65535,255,5119,-8381,0,0,0
735258,65535,255,2694,-8114,0,0,1
735259,65535,255,818,9816,0,0,0
735260,65535,255,3904,10134,0,0,0
735261,65535,255,5789,10387,0,0,0
735262,65535,255,5686,-8399,0,0,0
735263,65535,255,3654,-8205,0,0,0
735264,65535,255,424,-8199,0,0,0
735265,65535,255,2999,10176,0,0,0
735266,65535,255,5260,10314,0,0,0
735267,65535,255,6165,-8486,0,0,0
735268,65535,255,4468,-8339,0,0,1
735269,65535,255,1640,-8243,0,0,0
735270,65535,255,1948,10099,0,0,0
735271,65535,255,4629,10211,0,0,0
735272,65535,255,6220,10429,0,0,0
735273,0,0,0,0,0,0,0
735274,65535,255,2737,-8130,0,0,0
735275,65535,255,765,9933,0,0,0
735276,65535,255,3868,10161,0,0,0
735277,65535,255,5770,10353,0,0,0
735278,0,0,0,0,0,0,0
735279,65535,255,3690,-8241,0,0,0
735280,65535,255,472,-7628,0,0,0
735281,65535,255,2961,10111,0,0,0
735282,65535,255,5237,10315,0,0,0
735283,677,2,6180,-8468,1,0,0
735284,65535,255,4492,-8322,0,0,0
735285,708,0,1679,-8204,1,0,1
735286,65535,255,1904,10080,0,0,1
735287,65535,255,4602,10214,0,0,1
735288,65535,255,6206,10433,0,0,1
735289,65535,255,5163,-8390,0,0,1
735290,65535,255,2771,-8155,0,0,1
735291,65535,255,724,9975,0,0,0
735292,65535,255,3840,10158,0,0,0
735293,65535,255,5752,10374,0,0,0
735294,65535,255,5722,-8412,0,0,0
735295,65535,255,3718,-8210,0,0,0
735296,65535,255,518,-8374,0,0,0
735297,65535,255,2933,10056,0,0,1
735298,65535,255,5219,10283,0,0,0
735299,0,0,0,0,0,0,0
735300,65535,255,4515,-8267,0,0,0
735301,65535,255,1717,-8031,0,0,0
735302,866,0,1869,9983,1,0,0
735303,65535,255,4578,10237,0,0,0
735304,65535,255,6191,10447,0,0,0
735305,0,0,0,0,0,0,0
735306,65535,255,2808,-8191,0,0,0
735307,65535,255,684,10215,0,0,0
735308,65535,255,3812,10211,0,0,0
735309,65535,255,5737,10368,0,0,0
735310,878,2,5740,-8457,1,0,1
735311,65535,255,3750,-8300,0,0,0
735312,0,0,0,0,0,0,0
735313,65535,255,2900,10053,0,0,0
735314,0,0,0,0,0,0,0
735315,65535,255,6210,-8510,0,0,0
735316,65535,255,4539,-8300,0,0,1
735317,65535,255,1750,-8167,0,0,0
735318,65535,255,1837,10060,0,0,0
735319,0,0,0,0,0,0,0
735320,65535,255,6182,10434,0,0,0
735321,65535,255,5199,-8398,0,0,0
735322,65535,255,2831,-8192,0,0,0
735323,65535,255,656,10324,0,0,1
735324,65535,255,3796,10116,0,0,0
735325,65535,255,5727,10389,0,0,1
735326,65535,255,5750,-8419,0,0,0
735327,0,0,0,0,0,0,0
735328,65535,255,575,-7943,0,0,0
735329,65535,255,2882,10143,0,0,0
735330,65535,255,5193,10280,0,0,0
735331,65535,255,6218,-8511,0,0,0
735332,65535,255,4552,-8314,0,0,0
735333,65535,255,1771,-8223,0,0,0
735334,65535,255,1821,10150,0,0,0
735335,65535,255,4553,10254,0,0,0
735336,65535,255,6179,10414,0,0,0
735337,495,2,5210,-8379,1,0,0
735338,65535,255,2845,-8182,0,0,0
735339,65535,255,643,9724,0,0,0
735340,706,0,3787,10139,1,0,1
735341,65535,255,5726,10348,0,0,0
735342,619,0,5757,-8450,1,0,1
