sdate,line_t,line_tmq,line_tvza,line_tvaa,line_tm2,line_QFDNB,line_tm_buf
735235,834,0,3050,-7926,1,0,1
735236,1189,0,527,10130,1,0,1
735237,1258,0,3839,9725,1,0,1
735238,1587,0,5848,9635,1,0,1
735239,1251,0,5891,-7732,1,0,1
735240,1021,0,3958,-7891,1,0,1
735241,648,0,737,-7764,1,0,1
735242,1227,0,2892,9758,1,0,1
735243,65535,255,5303,9663,0,0,0
735244,717,0,6334,-7676,1,0,1
735245,1256,0,4722,-7881,1,0,1
735246,475,2,1946,-8046,1,0,1
735247,946,0,1786,9865,1,0,1
735248,786,0,4652,9703,1,0,1
735249,1286,0,6323,9564,1,0,1
735250,1232,0,5349,-7785,1,0,1
735251,869,0,3026,-7989,1,0,1
735252,65535,255,551,9581,0,0,1
735253,1064,0,3847,9771,1,0,1
735254,703,0,5853,9596,1,0,1
735255,1545,0,5887,-7724,1,0,1
735256,916,0,3957,-7867,1,0,1
735257,1059,0,742,-7901,1,0,1
735258,536,0,2878,9802,1,0,1
735259,1016,0,5292,9674,1,0,1
735260,1689,0,6340,-7679,1,0,1
735261,1052,0,4733,-7842,1,0,1
735262,678,0,1978,-8059,1,0,1
735263,673,0,1748,9867,1,0,1
735264,1247,0,4623,9699,1,0,1
735265,1362,0,6304,9559,1,0,1
735266,1245,0,5375,-7808,1,0,1
735267,623,0,3069,-7925,1,0,1
735268,993,0,492,10216,1,0,1
735269,1183,0,3811,9742,1,0,1
735270,755,0,5830,9630,1,0,1
735271,65535,255,5907,-7718,0,0,0
735272,896,0,3991,-7866,1,0,1
735273,65535,255,795,-7951,0,0,0
735274,538,0,2836,9826,1,0,1
735275,1354,0,5268,9691,1,0,1
735276,1609,2,6356,-7694,1,0,1
735277,525,0,4758,-7831,1,0,1
735278,940,0,2014,-7896,1,0,1
735279,929,0,1710,9697,1,0,1
735280,648,0,4592,9756,1,0,1
735281,1452,0,6287,9594,1,0,1
735282,877,0,5395,-7805,1,0,1
735283,1102,0,3101,-7884,1,0,1
735284,840,0,451,10101,1,0,1
735285,660,0,3780,9728,1,0,1
735286,1028,0,5811,9647,1,0,1
735287,774,0,5921,-7724,1,0,1
735288,1113,0,4018,-7878,1,0,1
735289,1111,0,835,-8071,1,0,1
735290,646,0,2803,9851,1,0,1
735291,722,0,5246,9699,1,0,1
735292,950,0,6368,-7696,1,0,1
735293,847,0,4781,-7824,1,0,1
735294,1036,0,2052,-7865,1,0,1
735295,746,0,1665,9950,1,0,1
735296,1253,0,4568,9727,1,0,1
735297,0,0,0,0,0,0,0
735298,65535,255,5412,-7774,0,0,0
735299,888,0,3136,-7971,1,0,1
735300,0,0,0,0,0,0,0
735301,482,0,3747,9785,1,0,1
735302,928,2,5795,9602,1,0,1
735303,659,0,5939,-7742,1,0,1
735304,839,0,4048,-7905,1,0,1
735305,887,0,882,-8181,1,0,1
735306,65535,255,2766,9853,0,0,0
735307,65535,255,5229,9644,0,0,0
735308,1313,0,6380,-7662,1,0,1
735309,1035,0,4804,-7867,1,0,0
735310,366,0,2093,-8019,1,0,1
735311,666,0,1627,9873,1,0,1
735312,634,0,4545,9716,1,0,1
735313,1003,0,6259,9575,1,0,1
735314,65535,255,5428,-7777,0,0,0
735315,987,0,3163,-7998,1,0,1
735316,65535,255,370,9790,0,0,0
735317,1131,0,3727,9707,1,0,1
735318,65535,255,5782,9637,0,0,0
735319,1094,0,5950,-7717,1,0,1
735320,1400,0,4067,-7875,1,0,1
735321,1046,0,911,-8103,1,0,1
735322,420,0,2742,9889,1,0,1
735323,1418,0,5214,9650,1,0,1
735324,65535,255,6389,-7675,0,0,0
735325,65535,255,4818,-7810,0,0,0
735326,1260,0,2115,-7881,1,0,1
735327,1099,0,1606,9711,1,0,1
735328,853,0,4535,9680,1,0,1
735329,1203,0,6253,9560,1,0,1
735330,623,0,5439,-7771,1,0,1
735331,65535,255,3181,-7997,0,0,0
735332,65535,255,353,9971,0,0,0
735333,1132,0,3711,9731,1,0,1
735334,946,0,5775,9596,1,0,1
735335,983,0,5958,-7748,1,0,1
735336,1242,0,4079,-7860,1,0,1
735337,923,0,928,-7957,1,0,1
735338,590,0,2732,9868,1,0,1
735339,1506,0,5209,9651,1,0,1
735340,990,0,6396,-7685,1,0,1
735341,950,2,4826,-7837,1,0,1
735342,775,0,2130,-8002,1,0,1
735343,710,0,1594,9916,1,0,1
735344,1472,0,4527,9749,1,0,1
735345,1152,0,6249,9561,1,0,1
735346,947,0,5445,-7771,1,0,1
735347,1289,0,3185,-7862,1,0,1
735348,439,0,342,10362,1,0,0
735349,1165,0,3707,9780,1,0,1
735350,1581,0,5774,9626,1,0,1
735351,1659,0,5960,-7724,1,0,1
735352,637,0,4085,-7917,1,0,1
735353,892,0,928,-7851,1,0,1
735354,831,0,2731,9857,1,0,1
735355,1006,0,5211,9657,1,0,1
735356,501,0,6398,-7695,1,0,0
735357,65535,255,4829,-7865,0,0,0
735358,984,2,2125,-7898,1,0,1
735359,65535,255,1599,9773,0,0,0
735360,65535,255,4530,9718,0,0,0
735361,65535,255,6251,9599,0,0,0
735362,65535,255,5443,-7767,0,0,0
735363,0,0,0,0,0,0,0
735364,65535,255,361,9241,0,0,0
735365,1075,0,3719,9708,1,0,1
735366,613,0,5779,9600,1,0,1
735367,859,0,5958,-7708,1,0,1
735368,1034,0,4078,-7896,1,0,1
735369,615,0,917,-7886,1,0,1
735370,65535,255,2742,9878,0,0,0
735371,1512,0,5216,9682,1,0,1
735372,513,0,6391,-7667,1,0,1
735373,745,0,4818,-7833,1,0,1
735374,977,0,2114,-8049,1,0,1
735375,500,0,1616,9754,1,0,1
735376,498,0,4540,9730,1,0,1
735377,0,0,0,0,0,0,0
735378,1160,0,5433,-7796,1,0,1
735379,65535,255,3167,-7959,0,0,0
735380,801,0,376,10232,1,0,1
735381,1046,0,3731,9811,1,0,1
735382,0,0,0,0,0,0,0
735383,65535,255,5947,-7713,0,0,0
735384,65535,255,4059,-7926,0,0,0
735385,0,0,0,0,0,0,0
735386,65535,255,2765,9798,0,0,0
