sdate,line_t,line_tmq,line_tvza,line_tvaa,line_tm2,line_QFDNB,line_tm_buf
735235,364,0,5569,9722,1,0,1
735236,65535,255,6357,-7875,0,0,0
735237,331,0,4663,-7996,1,0,1
735238,246,0,1710,-8147,1,0,1
735239,260,0,2157,9871,1,0,1
735240,347,0,4946,9733,1,0,1
735241,330,0,6538,9681,1,0,1
735242,300,0,5329,-7942,1,0,1
735243,205,0,2852,-8002,1,0,1
735244,65535,255,916,10061,0,0,0
735245,284,0,4191,9768,1,0,1
735246,225,0,6102,9703,1,0,1
735247,383,0,5880,-7910,1,0,1
735248,243,0,3826,-7957,1,0,1
735249,65535,255,389,-8074,0,0,0
735250,251,0,3278,9771,1,0,1
735251,319,0,5582,9767,1,0,1
735252,252,0,6350,-7904,1,0,1
735253,272,0,4651,-7949,1,0,1
735254,215,0,1693,-8011,1,0,1
735255,270,0,2168,9752,1,0,1
735256,221,0,4944,9777,1,0,1
735257,174,0,6535,9705,1,0,1
735258,65535,255,5336,-7970,0,0,0
735259,276,0,2866,-8066,1,0,1
735260,252,0,898,9712,1,0,1
735261,65535,255,4169,9795,0,0,0
735262,65535,255,6087,9716,0,0,0
735263,351,0,5896,-7918,1,0,1
735264,406,0,3858,-7971,1,0,1
735265,230,0,447,-8153,1,0,1
735266,258,0,3229,9838,1,0,1
735267,313,0,5556,9736,1,0,1
735268,249,0,6367,-7885,1,0,1
735269,315,0,4684,-8019,1,0,1
735270,193,0,1743,-7937,1,0,1
735271,272,0,2113,9775,1,0,1
735272,246,0,4914,9773,1,0,1
735273,127,0,6517,9706,1,0,1
735274,227,0,5358,-7974,1,0,1
735275,65535,255,2909,-8097,0,0,0
735276,297,0,846,9861,1,0,1
735277,65535,255,4134,9832,0,0,0
735278,293,0,6068,9740,1,0,1
735279,65535,255,5914,-7949,0,0,0
735280,197,0,3894,-8031,1,0,1
735281,317,0,488,-7739,1,0,1
735282,65535,255,3193,9791,0,0,0
735283,291,0,5535,9719,1,0,1
735284,65535,255,6380,-7876,0,0,0
735285,65535,255,4709,-8005,0,0,0
735286,65535,255,1781,-7939,0,0,0
735287,307,0,2079,9719,1,0,1
735288,284,0,4890,9780,1,0,1
735289,237,0,6502,9714,1,0,1
735290,281,0,5377,-7987,1,0,1
735291,253,0,2942,-8107,1,0,1
735292,340,0,805,9861,1,0,1
735293,252,0,4107,9826,1,0,1
735294,65535,255,6051,9730,0,0,0
735295,65535,255,5930,-7936,0,0,0
735296,65535,255,3920,-8000,0,0,0
735297,228,0,540,-8445,1,0,1
735298,65535,255,3157,9880,0,0,0
735299,244,0,5511,9757,1,0,1
735300,65535,255,6395,-7900,0,0,0
735301,240,0,4729,-7958,1,0,1
735302,197,0,1825,-8049,1,0,0
735303,0,0,0,0,0,0,0
735304,65535,255,4863,9797,0,0,0
735305,65535,255,6488,9722,0,0,0
