sdate,line_t,line_tmq,line_tvza,line_tvaa,line_tm2,line_QFDNB,line_tm_buf
735235,14,0,4308,9622,1,0,1
735236,65535,255,5995,9424,0,0,0
735237,65535,255,6388,-7292,0,0,0
735238,7,0,2800,-7770,1,0,1
735239,9,0,458,10321,1,0,0
735240,9,0,3533,9771,1,0,1
735241,23,0,5526,9484,1,0,0
735242,65535,255,6720,-7202,0,0,0
735243,65535,255,3658,-7683,0,0,0
735244,65535,255,679,-7724,0,0,0
735245,14,0,2638,9846,1,0,1
735246,10,0,4977,9594,1,0,1
735247,12,0,6409,9333,1,0,1
735248,12,0,5993,-7334,1,0,1
735249,6,0,1775,-7887,1,0,1
735250,65535,255,1610,9877,0,0,0
735251,10,0,4321,9694,1,0,1
735252,17,0,6002,9441,1,0,1
735253,20,0,6382,-7271,1,0,1
735254,9,0,2791,-7704,1,0,1
735255,7,0,463,9819,1,0,1
735256,14,0,3533,9703,1,0,0
735257,65535,255,5521,9522,0,0,0
735258,65535,255,6721,-7176,0,0,0
735259,13,1,3674,-7737,1,0,1
735260,65535,255,708,-8012,0,0,0
735261,12,1,2609,9843,1,0,1
735262,65535,255,4959,9619,0,0,0
735263,13,0,6396,9347,1,0,1
735264,65535,255,6009,-7347,0,0,0
735265,0,0,1819,-7756,1,0,1
735266,3,0,1561,9774,1,0,1
735267,8,0,4289,9657,1,0,1
735268,14,0,5982,9425,1,0,1
735269,16,2,6397,-7257,1,0,1
735270,9,0,2829,-7679,1,0,1
735271,5,0,417,9725,1,0,1
735272,9,0,3500,9714,1,0,1
735273,9,0,5501,9529,1,0,1
735274,65535,255,6733,-7182,0,0,1
735275,9,0,3703,-7645,1,0,1
735276,9,0,749,-8059,1,0,1
735277,10,0,2574,9803,1,0,1
735278,65535,255,4935,9578,0,0,0
735279,65535,255,6379,9375,0,0,0
735280,16,0,6020,-7345,1,0,1
735281,6,0,1864,-7949,1,0,1
735282,4,0,1517,9990,1,0,1
735283,65535,255,4264,9639,0,0,1
735284,65535,255,5965,9420,0,0,0
735285,18,0,6406,-7253,1,0,1
735286,65535,255,2857,-7688,0,0,0
735287,11,1,382,9873,1,0,1
735288,3,0,3470,9734,1,0,0
735289,11,0,5482,9542,1,0,0
735290,65535,255,6727,9294,0,0,0
735291,65535,255,5587,-7407,0,0,1
735292,65535,255,790,-8207,0,0,0
735293,4,0,2540,9780,1,0,1
735294,65535,255,4915,9559,0,0,0
735295,65535,255,6366,9364,0,0,1
735296,65535,255,6035,-7364,0,0,0
735297,8,0,1892,-7842,1,0,1
735298,65535,255,1485,9839,0,0,0
735299,14,0,4236,9690,1,0,1
735300,24,0,5949,9447,1,0,1
735301,26,0,6419,-7275,1,0,1
735302,9,0,2890,-7740,1,0,1
735303,65535,255,341,10251,0,0,0
735304,65535,255,3440,9763,0,0,0
735305,65535,255,5466,9504,0,0,0
735306,65535,255,6716,9275,0,0,1
735307,65535,255,5603,-7431,0,0,0
735308,13,0,818,-7872,1,0,1
735309,10,0,2505,9896,1,0,1
735310,10,0,4894,9622,1,0,1
735311,65535,255,6354,9352,0,0,0
735312,65535,255,6047,-7354,0,0,0
735313,6,0,1924,-7855,1,0,1
735314,65535,255,1451,9886,0,0,0
735315,65535,255,4217,9719,0,0,0
735316,65535,255,5938,9469,0,0,0
735317,10,0,6428,-7241,1,0,1
735318,7,0,2914,-7684,1,0,1
735319,0,0,313,9853,1,0,1
735320,12,1,3419,9739,1,0,1
735321,3,0,5453,9552,1,0,1
735322,65535,255,6709,9280,0,0,1
735323,65535,255,5613,-7434,0,0,0
735324,65535,255,847,-8028,0,0,0
735325,9,0,2490,9770,1,0,1
735326,17,2,4882,9579,1,0,1
735327,23,0,6346,9386,1,0,0
735328,25,2,6055,-7332,1,0,1
735329,10,0,1946,-7804,1,0,1
735330,65535,255,1434,9863,0,0,0
735331,65535,255,4206,9727,0,0,1
735332,17,0,5933,9418,1,0,1
735333,25,0,6435,-7250,1,0,1
735334,65535,255,2928,-7747,0,0,0
735335,9,0,298,10451,1,0,1
735336,15,0,3411,9695,1,0,0
735337,65535,255,5447,9539,0,0,0
735338,65535,255,6706,9306,0,0,1
735339,16,0,5620,-7433,1,0,1
735340,8,0,856,-7906,1,0,1
735341,10,0,2480,9848,1,0,1
735342,65535,255,4879,9624,0,0,0
735343,20,2,6346,9369,1,0,1
735344,19,0,6059,-7336,1,0,1
735345,65535,255,1952,-7802,0,0,1
735346,8,0,1428,9888,1,0,1
735347,65535,255,4206,9639,0,0,0
735348,65535,255,5932,9438,0,0,0
735349,0,0,6437,-7270,1,0,1
735350,65535,255,2928,-7683,0,0,1
735351,10,0,295,10190,1,0,1
735352,7,0,3410,9812,1,0,1
735353,13,0,5449,9535,1,0,1
735354,65535,255,6707,9300,0,0,1
735355,16,1,5622,-7437,1,0,1
735356,14,0,859,-7756,1,0,1
735357,65535,255,2483,9799,0,0,0
735358,14,0,4881,9586,1,0,1
735359,21,0,6349,9350,1,0,1
735360,65535,255,6060,-7351,0,0,1
735361,10,0,1946,-7770,1,0,0
735362,65535,255,1433,9911,0,0,0
735363,12,0,4213,9667,1,0,0
735364,27,0,5936,9463,1,0,0
735365,65535,255,6434,-7236,0,0,0
735366,13,0,2928,-7790,1,0,0
735367,6,0,306,9858,1,0,0
735368,11,0,3418,9802,1,0,1
735369,65535,255,5455,9543,0,0,0
735370,65535,255,6712,9277,0,0,0
735371,65535,255,5617,-7456,0,0,0
735372,13,0,842,-8108,1,0,1
735373,65535,255,2494,9873,0,0,0
735374,14,0,4890,9574,1,0,1
735375,11,0,6354,9350,1,0,1
735376,18,0,6054,-7356,1,0,1
735377,16,0,1930,-7872,1,0,1
735378,65535,255,1457,9726,0,0,0
735379,65535,255,4227,9624,0,0,0
735380,9,0,5943,9449,1,0,1
735381,65535,255,6428,-7277,0,0,0
735382,14,1,2909,-7802,1,0,1
735383,65535,255,330,10268,0,0,0
735384,14,1,3440,9712,1,0,1
735385,16,0,5466,9504,1,0,1
735386,65535,255,6717,9307,0,0,1
735387,22,2,5607,-7431,1,0,1
735388,13,0,813,-8077,1,0,1
735389,18,0,2519,9884,1,0,1
735390,22,0,4905,9589,1,0,1
735391,65535,255,6365,9365,0,0,0
735392,24,0,6041,-7371,1,0,1
735393,65535,255,1897,-7737,0,0,0
735394,65535,255,1484,9952,0,0,0
735395,65535,255,4242,9704,0,0,0
735396,65535,255,5957,9439,0,0,1
735397,65535,255,6417,-7268,0,0,1
735398,65535,255,2876,-7817,0,0,1
735399,7,0,365,10418,1,0,0
735400,8,0,3461,9745,1,0,0
735401,65535,255,5481,9529,0,0,0
735402,65535,255,6728,9279,0,0,0
735403,65535,255,5590,-7461,0,0,0
735404,65535,255,772,-7787,0,0,0
735405,65535,255,2554,9818,0,0,0
735406,65535,255,4926,9570,0,0,0
735407,65535,255,6375,9359,0,0,0
735408,65535,255,6026,-7362,0,0,0
735409,5,0,1858,-7737,1,0,0
735410,65535,255,1523,9991,0,0,0
735411,65535,255,4271,9628,0,0,0
735412,10,0,5971,9456,1,0,0
735413,65535,255,6403,-7281,0,0,0
735414,65535,255,2839,-7722,0,0,0
735415,65535,255,411,9885,0,0,0
735416,10,1,3495,9707,1,0,0
735417,11,0,5501,9517,1,0,0
735418,65535,255,6731,-7178,0,0,0
735419,65535,255,5569,-7451,0,0,0
735420,65535,255,725,-7827,0,0,0
735421,65535,255,2593,9852,0,0,0
735422,65535,255,4950,9588,0,0,0
735423,65535,255,6391,9374,0,0,0
735424,65535,255,6007,-7341,0,0,0
735425,65535,255,1814,-7882,0,0,0
735426,65535,255,1572,9860,0,0,0
735427,65535,255,4300,9691,0,0,0
735428,65535,255,5989,9441,0,0,0
735429,65535,255,6386,-7272,0,0,0
735430,8,0,2796,-7713,1,0,0
735431,65535,255,464,9609,0,0,0
735432,65535,255,3525,9799,0,0,0
735433,65535,255,5520,9491,0,0,0
735434,65535,255,6719,-7169,0,0,0
735435,65535,255,5553,-7421,0,0,0
735436,65535,255,708,-8152,0,0,0
735437,65535,255,2609,9728,0,0,0
735438,65535,255,4956,9615,0,0,0
735439,11,0,6393,9338,1,0,0
735440,65535,255,6004,-7338,0,0,0
735441,65535,255,1820,-7919,0,0,0
735442,65535,255,1561,9882,0,0,0
735443,65535,255,4290,9692,0,0,0
735444,17,2,5980,9442,1,0,1
735445,11,1,6393,-7270,1,0,0
735446,65535,255,2825,-7678,0,0,0
735447,7,0,423,9574,1,0,0
735448,65535,255,3501,9734,0,0,0
735449,65535,255,5502,9503,0,0,0
735450,65535,255,6730,-7165,0,0,0
735451,65535,255,5570,-7441,0,0,1
735452,65535,255,743,-7738,0,0,0
735453,9,0,2579,9841,1,0,0
735454,12,0,4938,9585,1,0,0
735455,65535,255,6383,9376,0,0,0
735456,65535,255,6019,-7349,0,0,0
735457,65535,255,1853,-7879,0,0,0
735458,65535,255,1528,9863,0,0,0
735459,65535,255,4268,9695,0,0,0
735460,65535,255,5970,9449,0,0,0
735461,65535,255,6405,-7275,0,0,0
735462,65535,255,2853,-7732,0,0,0
735463,65535,255,388,10052,0,0,0
735464,65535,255,3482,9744,0,0,0
735465,65535,255,5491,9542,0,0,0
735466,65535,255,6733,9298,0,0,0
735467,65535,255,5581,-7416,0,0,0
735468,65535,255,767,-7655,0,0,0
735469,65535,255,2558,9818,0,0,0
735470,10,0,4926,9586,1,0,0
735471,11,1,6375,9382,1,0,0
735472,15,1,6028,-7325,1,0,0
