sdate,line_t,line_tmq,line_tvza,line_tvaa,line_tm2,line_QFDNB,line_tm_buf
735235,279,0,2346,10293,1,0,1
735236,520,0,4554,10669,1,0,1
735237,346,0,5777,-8617,1,0,1
735238,435,0,4156,-8315,1,0,1
735239,810,1,1657,-7900,1,0,1
735240,549,0,1410,10249,1,0,1
735241,263,0,3934,10489,1,0,1
735242,65535,255,5566,10835,0,0,0
735243,542,2,4777,-8447,1,0,0
735244,65535,255,2586,-8050,0,0,0
735245,493,2,405,10205,1,0,0
735246,0,0,0,0,0,0,0
735247,65535,255,5107,10725,0,0,0
735248,405,0,5304,-8494,1,0,1
735249,389,0,3412,-8160,1,0,1
735250,293,0,629,-7563,1,0,1
735251,405,0,2365,10297,1,0,1
735252,65535,255,4564,10665,0,0,0
735253,338,0,5772,-8641,1,0,1
735254,226,2,4149,-8300,1,0,0
735255,65535,255,1663,-8158,0,0,0
735256,630,0,1408,10354,1,0,1
735257,433,0,3924,10555,1,0,1
735258,65535,255,5559,10821,0,0,0
735259,65535,255,4784,-8420,0,0,0
735260,65535,255,2606,-8174,0,0,0
735261,353,0,378,9678,1,0,1
735262,205,0,3178,10431,1,0,1
735263,411,0,5086,10726,1,0,1
735264,285,0,5324,-8527,1,0,1
735265,65535,255,3450,-8218,0,0,0
735266,437,0,679,-7936,1,0,0
735267,340,0,2325,10416,1,0,1
735268,65535,255,4538,10630,0,0,0
735269,65535,255,5789,-8623,0,0,0
735270,456,0,4178,-8284,1,0,1
735271,407,2,1701,-8120,1,0,1
735272,535,2,1362,10329,1,0,1
735273,397,0,3895,10493,1,0,1
735274,65535,255,5538,10830,0,0,0
735275,491,2,4807,-8435,1,0,1
735276,331,0,2646,-8214,1,0,1
735277,302,0,336,10108,1,0,1
735278,250,0,3150,10410,1,0,1
735279,65535,255,5068,10723,0,0,0
735280,564,0,5342,-8492,1,0,1
735281,441,0,3477,-8222,1,0,1
735282,375,0,715,-7710,1,0,1
735283,65535,255,2293,10358,0,0,0
735284,244,2,4518,10614,1,0,0
735285,65535,255,5803,-8618,0,0,0
735286,65535,255,4202,-8335,0,0,0
735287,1994,1,1734,-8122,1,0,1
735288,521,0,1329,10378,1,0,1
735289,65535,255,3872,10488,0,0,0
735290,65535,255,5523,10832,0,0,0
735291,65535,255,4825,-8437,0,0,0
735292,65535,255,2676,-8205,0,0,0
735293,303,0,302,9887,1,0,1
735294,364,0,3123,10377,1,0,1
735295,440,0,5049,10703,1,0,1
735296,379,0,5359,-8543,1,0,1
735297,374,0,3505,-8251,1,0,1
735298,435,0,755,-8121,1,0,1
735299,363,0,2262,10254,1,0,1
735300,474,0,4494,10660,1,0,1
735301,580,0,5820,-8642,1,0,1
735302,65535,255,4225,-8311,0,0,0
735303,461,0,1768,-7919,1,0,1
735304,65535,255,1300,10071,0,0,0
735305,454,0,3847,10515,1,0,1
735306,502,2,5510,10852,1,0,0
735307,65535,255,4846,-8468,0,0,0
735308,65535,255,2700,-8112,0,0,0
735309,446,2,270,9374,1,0,1
735310,65535,255,3096,10492,0,0,0
735311,280,2,5037,10690,1,0,1
735312,65535,255,5375,-8536,0,0,0
735313,65535,255,3531,-8253,0,0,0
735314,65535,255,785,-8202,0,0,0
735315,344,0,2235,10309,1,0,1
735316,537,0,4480,10602,1,0,1
735317,467,0,5832,-8610,1,0,1
735318,65535,255,4247,-8382,0,0,0
735319,232,0,1795,-8125,1,0,1
735320,65535,255,1273,10289,0,0,0
735321,371,0,3831,10505,1,0,1
735322,447,0,5502,10790,1,0,1
735323,65535,255,4858,-8398,0,0,0
735324,493,0,2725,-8173,1,0,1
735325,65535,255,243,9817,0,0,0
735326,65535,255,3082,10411,0,0,0
735327,404,0,5024,10741,1,0,1
735328,436,0,5385,-8518,1,0,1
735329,303,0,3543,-8238,1,0,1
735330,545,0,808,-8157,1,0,1
735331,65535,255,2219,10336,0,0,0
735332,521,0,4469,10619,1,0,1
735333,414,0,5840,-8629,1,0,1
735334,65535,255,4257,-8322,0,0,0
735335,562,2,1811,-8017,1,0,1
735336,65535,255,1260,10274,0,0,0
735337,65535,255,3823,10488,0,0,0
735338,65535,255,5497,10788,0,0,0
735339,425,2,4866,-8410,1,0,1
735340,65535,255,2734,-8219,0,0,0
735341,2014,2,233,10798,1,0,1
735342,393,0,3073,10349,1,0,1
735343,430,0,5021,10714,1,0,1
735344,364,0,5390,-8504,1,0,1
735345,65535,255,3552,-8238,0,0,0
735346,65535,255,811,-7987,0,0,0
735347,65535,255,2213,10380,0,0,0
735348,346,0,4466,10650,1,0,1
735349,404,0,5842,-8640,1,0,1
735350,427,0,4261,-8383,1,0,1
735351,65535,255,1812,-7927,0,0,0
735352,459,0,1254,10222,1,0,1
735353,420,0,3823,10481,1,0,1
735354,65535,255,5497,10789,0,0,0
735355,454,0,4866,-8427,1,0,1
735356,65535,255,2730,-8082,0,0,0
735357,65535,255,234,9385,0,0,0
735358,65535,255,3072,10421,0,0,1
735359,65535,255,5021,10687,0,0,0
735360,65535,255,5390,-8562,0,0,0
735361,437,0,3548,-8221,1,0,1
735362,319,0,804,-7805,1,0,1
735363,489,0,2213,10395,1,0,1
735364,65535,255,4470,10582,0,0,0
735365,65535,255,5838,-8628,0,0,0
735366,65535,255,4254,-8342,0,0,0
735367,707,0,1806,-8144,1,0,1
735368,65535,255,1266,10170,0,0,0
735369,65535,255,3827,10482,0,0,0
735370,65535,255,5500,10803,0,0,1
735371,65535,255,4861,-8454,0,0,0
735372,674,0,2720,-8173,1,0,1
735373,65535,255,244,10777,0,0,0
735374,335,0,3083,10392,1,0,1
735375,450,0,5027,10683,1,0,1
735376,65535,255,5380,-8497,0,0,0
735377,458,0,3535,-8253,1,0,1
735378,562,0,790,-7866,1,0,1
735379,427,0,2230,10310,1,0,1
735380,65535,255,4480,10647,0,0,1
735381,575,0,5830,-8613,1,0,1
735382,554,0,4240,-8340,1,0,0
735383,65535,255,1784,-8179,0,0,0
735384,404,0,1283,10277,1,0,1
735385,65535,255,3843,10531,0,0,0
735386,580,0,5507,10842,1,0,1
735387,65535,255,4846,-8429,0,0,1
735388,1067,2,2701,-8147,1,0,1
735389,65535,255,273,10589,0,0,0
735390,65535,255,3105,10406,0,0,0
735391,487,2,5040,10697,1,0,1
735392,65535,255,5367,-8519,0,0,0
735393,343,0,3511,-8217,1,0,1
735394,65535,255,762,-8208,0,0,0
735395,65535,255,2256,10227,0,0,0
735396,65535,255,4497,10625,0,0,0
735397,65535,255,5816,-8606,0,0,0
735398,65535,255,4218,-8330,0,0,0
735399,557,0,1753,-8020,1,0,0
735400,429,2,1311,10331,1,0,1
735401,404,2,3860,10557,1,0,1
735402,65535,255,5521,10795,0,0,0
735403,621,0,4828,-8465,1,0,1
735404,333,0,2671,-8114,1,0,1
735405,493,0,307,9894,1,0,1
735406,282,0,3131,10355,1,0,1
735407,348,0,5055,10754,1,0,1
735408,387,0,5351,-8507,1,0,1
735409,65535,255,3486,-8232,0,0,0
735410,760,0,725,-8098,1,0,1
735411,346,0,2288,10260,1,0,1
735412,595,0,4517,10647,1,0,1
735413,65535,255,5801,-8629,0,0,0
735414,65535,255,4197,-8382,0,0,1
735415,65535,255,1718,-8045,0,0,0
735416,419,2,1351,10183,1,0,1
735417,65535,255,3888,10522,0,0,0
735418,313,0,5538,10850,1,0,1
735419,65535,255,4804,-8457,0,0,0
735420,579,2,2636,-8055,1,0,1
735421,503,2,347,10020,1,0,1
735422,413,0,3163,10384,1,0,1
735423,938,0,5079,10701,1,0,1
735424,442,0,5329,-8536,1,0,1
735425,328,0,3455,-8226,1,0,1
735426,415,0,680,-7938,1,0,1
735427,0,0,0,0,0,0,0
735428,65535,255,4545,10620,0,0,0
735429,413,2,5782,-8611,1,0,1
735430,613,2,4167,-8364,1,0,1
735431,65535,255,1674,-8039,0,0,0
735432,355,0,1396,10213,1,0,1
735433,65535,255,3915,10533,0,0,0
735434,65535,255,5553,10849,0,0,0
735435,620,0,4790,-8448,1,0,0
735436,575,0,2621,-8212,1,0,1
735437,551,0,366,9760,1,0,1
735438,65535,255,3172,10492,0,0,0
735439,581,0,5081,10758,1,0,1
735440,65535,255,5329,-8506,0,0,0
735441,330,0,3454,-8182,1,0,1
735442,0,0,0,0,0,0,0
735443,65535,255,2319,10292,0,0,0
735444,401,0,4534,10662,1,0,1
735445,473,0,5793,-8635,1,0,1
735446,65535,255,4185,-8291,0,0,0
735447,324,0,1707,-8101,1,0,1
735448,65535,255,1362,10257,0,0,0
735449,409,2,3891,10554,1,0,1
735450,65535,255,5540,10804,0,0,0
735451,65535,255,4810,-8393,0,0,0
735452,408,0,2645,-8105,1,0,1
735453,488,2,331,10614,1,0,1
735454,65535,255,3149,10441,0,0,0
735455,407,0,5066,10735,1,0,1
735456,365,0,5344,-8490,1,0,1
735457,490,0,3484,-8290,1,0,1
735458,65535,255,716,-7689,0,0,0
735459,543,0,2293,10303,1,0,1
735460,410,0,4519,10621,1,0,1
735461,65535,255,5806,-8618,0,0,0
735462,65535,255,4203,-8320,0,0,0
735463,65535,255,1735,-7932,0,0,0
735464,408,0,1340,10081,1,0,1
735465,65535,255,3879,10513,0,0,0
735466,1945,1,5530,10852,1,0,1
735467,65535,255,4827,-8459,0,0,0
735468,65535,255,2670,-8084,0,0,0
735469,301,0,307,10540,1,0,1
735470,65535,255,3127,10448,0,0,0
735471,65535,255,5054,10743,0,0,0
735472,519,0,5358,-8507,1,0,1
735473,65535,255,3496,-8205,0,0,0
735474,230,0,738,-7899,1,0,1
735475,65535,255,2271,10415,0,0,0
735476,65535,255,4506,10639,0,0,0
735477,600,0,5815,-8635,1,0,1
735478,476,0,4217,-8309,1,0,1
735479,361,0,1751,-7916,1,0,1
735480,514,2,1317,10101,1,0,0
735481,65535,255,3863,10527,0,0,0
735482,345,2,5522,10796,1,0,0
735483,524,0,4833,-8403,1,0,1
735484,434,2,2686,-8157,1,0,1
735485,65535,255,290,9766,0,0,0
735486,369,0,3118,10388,1,0,1
735487,65535,255,5049,10721,0,0,0
735488,65535,255,5361,-8493,0,0,0
735489,65535,255,3505,-8189,0,0,0
735490,65535,255,755,-7858,0,0,0
735491,65535,255,2264,10321,0,0,0
735492,65535,255,4497,10656,0,0,0
735493,65535,255,5820,-8649,0,0,0
735494,528,0,4225,-8344,1,0,0
735495,65535,255,1762,-8029,0,0,0
735496,65535,255,1306,10279,0,0,0
735497,320,0,3859,10480,1,0,1
735498,560,0,5515,10845,1,0,0
735499,459,0,4838,-8431,1,0,1
735500,65535,255,2691,-8145,0,0,0
735501,446,0,284,9755,1,0,1
735502,65535,255,3110,10407,0,0,0
735503,350,0,5043,10736,1,0,1
735504,514,0,5364,-8518,1,0,1
735505,399,0,3510,-8241,1,0,1
735506,65535,255,762,-8251,0,0,0
735507,65535,255,2256,10357,0,0,0
735508,65535,255,4494,10625,0,0,0
735509,65535,255,5818,-8640,0,0,0
735510,287,0,4222,-8336,1,0,1
735511,65535,255,1762,-8048,0,0,0
735512,166,2,1306,10356,1,0,1
735513,142,2,3856,10511,1,0,1
735514,65535,255,5516,10800,0,0,0
735515,444,0,4834,-8431,1,0,1
735516,65535,255,2686,-8073,0,0,0
735517,341,0,294,9204,1,0,1
735518,353,0,3114,10379,1,0,1
735519,287,0,5046,10732,1,0,1
735520,65535,255,5361,-8522,0,0,0
735521,507,0,3506,-8266,1,0,1
735522,357,0,750,-7768,1,0,0
735523,65535,255,2267,10229,0,0,0
735524,374,0,4501,10590,1,0,1
735525,281,0,5813,-8622,1,0,1
735526,531,0,4218,-8328,1,0,1
735527,65535,255,1751,-8065,0,0,0
735528,0,0,0,0,0,0,0
735529,65535,255,3860,10551,0,0,0
735530,65535,255,5521,10834,0,0,0
735531,393,0,4825,-8396,1,0,1
735532,381,0,2676,-8215,1,0,1
735533,461,0,308,9863,1,0,1
735534,65535,255,3128,10400,0,0,0
735535,65535,255,5052,10755,0,0,0
735536,65535,255,5352,-8525,0,0,0
735537,65535,255,3488,-8220,0,0,0
735538,65535,255,727,-7622,0,0,0
735539,349,2,2282,10280,1,0,1
735540,106,2,4514,10598,1,0,0
735541,554,2,5806,-8641,1,0,1
735542,65535,255,4204,-8374,0,0,0
735543,441,0,1729,-7948,1,0,1
735544,518,2,1340,10333,1,0,1
735545,0,0,0,0,0,0,0
735546,65535,255,5533,10841,0,0,0
735547,436,2,4813,-8427,1,0,1
735548,315,0,2646,-8128,1,0,1
735549,65535,255,336,10415,0,0,0
735550,65535,255,3154,10384,0,0,0
735551,65535,255,5070,10764,0,0,0
735552,65535,255,5337,-8506,0,0,0
735553,443,0,3467,-8287,1,0,1
735554,496,0,697,-8130,1,0,1
735555,407,0,2314,10420,1,0,1
735556,386,0,4538,10615,1,0,1
735557,65535,255,5788,-8598,0,0,0
735558,65535,255,4178,-8308,0,0,0
735559,65535,255,1701,-8060,0,0,0
735560,328,0,1369,10089,1,0,1
735561,122,0,3896,10562,1,0,0
735562,65535,255,5541,10840,0,0,0
735563,326,0,4807,-8443,1,0,1
735564,274,0,2640,-8162,1,0,1
735565,65535,255,337,10612,0,0,0
735566,65535,255,3154,10395,0,0,0
735567,356,2,5067,10764,1,0,1
735568,500,0,5342,-8497,1,0,1
735569,65535,255,3480,-8262,0,0,0
735570,350,2,714,-7938,1,0,0
735571,65535,255,2293,10347,0,0,0
735572,65535,255,4517,10668,0,0,0
735573,386,0,5807,-8627,1,0,1
735574,465,0,4207,-8366,1,0,1
735575,407,0,1734,-7967,1,0,1
735576,65535,255,1334,10246,0,0,0
735577,346,2,3875,10526,1,0,0
735578,367,0,5528,10808,1,0,0
735579,442,0,4825,-8389,1,0,1
735580,65535,255,2670,-8081,0,0,0
735581,65535,255,307,10113,0,0,0
735582,65535,255,3127,10381,0,0,0
735583,65535,255,5055,10691,0,0,0
735584,329,0,5358,-8519,1,0,0
735585,65535,255,3501,-8195,0,0,0
735586,382,0,744,-7719,1,0,0
735587,521,0,2272,10331,1,0,0
735588,0,0,0,0,0,0,0
735589,0,0,0,0,0,0,0
735590,0,0,0,0,0,0,0
735591,65535,255,1753,-8002,0,0,0
735592,378,0,1317,10384,1,0,1
735593,65535,255,3866,10478,0,0,0
735594,65535,255,5520,10829,0,0,0
735595,349,0,4834,-8429,1,0,1
735596,231,2,2685,-8202,1,0,0
735597,479,2,290,9879,1,0,1
735598,380,0,3118,10380,1,0,1
735599,481,0,5048,10706,1,0,1
735600,65535,255,5364,-8544,0,0,0
735601,472,2,3509,-8256,1,0,1
735602,65535,255,755,-8162,0,0,0
735603,230,0,2266,10274,1,0,1
735604,65535,255,4500,10650,0,0,0
735605,65535,255,5818,-8612,0,0,0
735606,329,0,4221,-8334,1,0,1
735607,280,0,1756,-7989,1,0,1
735608,548,0,1311,10205,1,0,1
735609,65535,255,3859,10559,0,0,0
735610,237,0,5520,10816,1,0,0
735611,257,0,4833,-8429,1,0,1
735612,561,0,2684,-8181,1,0,1
735613,65535,255,289,10338,0,0,0
